label,youtube_id,time_start,time_end,split,is_cc
"arm wrestling",rhUsQlRp57U,3,13,train,0
"arm wrestling",riaz59qOWcA,76,86,train,0
"arm wrestling",rioPNi2rg00,0,10,train,0
"arm wrestling",RIpM3PVjd04,7,17,train,0
"arm wrestling",RIY-uUeP5ns,644,654,train,0
"arm wrestling",RI_F_wPQeBI,1,11,train,0
"arm wrestling",rkRR95aMqKA,1,11,train,0
"arm wrestling",rLCVZaM8lro,24,34,train,0
"arm wrestling",rLLLECQgPRU,5,15,train,0
"arm wrestling",rLRVbsacmck,35,45,train,0
"arm wrestling",rOFNeT2xrDw,27,37,train,0
"arm wrestling",rOI8efnHDjk,12,22,train,0
"arm wrestling",rQoCzumqTTs,13,23,train,0
"arm wrestling",rRgzANEMdOo,0,10,train,0
"arm wrestling",rRuJrZDBWYQ,7,17,train,0
"arm wrestling",rSOw1fzbGDo,101,111,train,0
"arm wrestling",Rt2XAFG1Pp4,3,13,train,0
"arm wrestling",rT5y_fuswt8,73,83,train,0
"arm wrestling",RtrZnJfw4Cg,9,19,train,0
"arm wrestling",rTZ3pjJBfJs,38,48,train,0
"arm wrestling",rUB3V8wDOGo,127,137,train,0
"arm wrestling",rUDAscucBhs,10,20,train,0
"arm wrestling",Rv5izlq9__k,4,14,train,0
"arm wrestling",RV9-6xVMPQw,3,13,train,0
"arm wrestling",RvDyO90o1RU,11,21,train,1
"arm wrestling",RvpfHzxPtGE,43,53,train,0
"arm wrestling",RvtSMN3Jifw,66,76,train,0
"arm wrestling",RVwI0yhNdi0,3,13,train,0
"arm wrestling",rxL0_ULDfQA,84,94,train,0
"arm wrestling",RyfZ5tejAVc,1,11,train,0
"arm wrestling",RyuEUBKOSo0,16,26,train,0
"arm wrestling",RyWAYi4zZRo,0,10,train,0
"arm wrestling",RyyJKKNqf3o,98,108,train,0
"arm wrestling",RZaBACv2Kqg,1,11,train,0
"arm wrestling",rzq0MUyFdFM,8,18,train,0
"arm wrestling",s3pz5jnqTo4,4,14,train,0
"arm wrestling",S5siPLoe1Fk,2,12,train,0
"arm wrestling",sA6DnnTSiLw,4,14,train,0
"arm wrestling",SaGEPjByLdM,21,31,train,0
"arm wrestling",SgAgOFCkpu0,15,25,train,0
"arm wrestling",SgT6LOMGeeM,18,28,train,0
"arm wrestling",SgYNQfBUSVc,4,14,train,0
"arm wrestling",SJ6-0YHUhR0,29,39,train,0
"arm wrestling",SJE1CPTTglo,18,28,train,0
"arm wrestling",slceSieG6Gg,158,168,train,0
"arm wrestling",SLIb7mQFMjs,15,25,train,0
"arm wrestling",slkgtRNMgFU,333,343,train,0
"arm wrestling",slTxqwvYdZQ,1,11,train,0
"arm wrestling",smL8R5-XIf8,135,145,train,0
"arm wrestling",sRkssXFBv2A,15,25,train,0
"arm wrestling",STe346LVB8I,41,51,train,0
"arm wrestling",StlGI-EdTfE,15,25,train,0
"arm wrestling",STpPgl4coe4,10,20,train,0
"arm wrestling",sTUG0qvI2tk,3,13,train,0
"arm wrestling",svdNH1Eeo94,27,37,train,0
"arm wrestling",SYBOLNX55c0,24,34,train,0
"arm wrestling",SZdPKdgD1Ds,5,15,train,0
"arm wrestling",SZdRI_kGP3k,2,12,train,0
"arm wrestling",t-2Mm4PFRh8,83,93,train,0
"arm wrestling",t-HX4SEoVDA,2,12,train,0
"arm wrestling",t-ztWvDjOLM,28,38,train,0
"arm wrestling",t6uANp2Fh_0,1,11,train,0
"arm wrestling",t73N4GW7RDE,92,102,train,0
"arm wrestling",t7CWB5kyx6I,2,12,train,0
"arm wrestling",t7fsu-hKtKg,4,14,train,0
"arm wrestling",tAiQThrytNk,14,24,train,0
"arm wrestling",tAuhkUMU1XE,38,48,train,0
"arm wrestling",TAUnvP6QVQc,2,12,train,0
"arm wrestling",tAVjgcz2HBw,198,208,train,0
"arm wrestling",tBYzUn6dTxM,7,17,train,0
"arm wrestling",tEPUA2eSvGU,13,23,train,0
"arm wrestling",ThGVbw9BZrw,50,60,train,0
"arm wrestling",TIsQjYeJE6o,224,234,train,0
"arm wrestling",Tl6dSv1x4I0,18,28,train,0
"arm wrestling",tPtsfEmFJgI,24,34,train,0
"arm wrestling",tPxEiHRcHTY,39,49,train,0
"arm wrestling",tRY6fxwi3lI,0,10,train,0
"arm wrestling",tRYXEfpkz3U,33,43,train,0
"arm wrestling",TzgnKSqiiR4,85,95,train,0
"arm wrestling",Tzz2eUBYDN0,12,22,train,0
"arm wrestling",U-rxLGqJ79k,12,22,train,0
"arm wrestling",u3rau8WnBCw,1,11,train,0
"arm wrestling",U5H32lWV9wc,17,27,train,0
"arm wrestling",U5MJRGL2lWg,2,12,train,0
"arm wrestling",u5onHK_j8rU,6,16,train,0
"arm wrestling",U66ZtV7Wei8,162,172,train,0
"arm wrestling",U67C-ys5FKU,0,10,train,0
"arm wrestling",u6bzRSNOYuU,5,15,train,0
"arm wrestling",U6LTlBCKgXk,8,18,train,0
"arm wrestling",u6nH6dLtbf0,76,86,train,0
"arm wrestling",u6SBMhrCqJI,1,11,train,0
"arm wrestling",U79PzQIyNMQ,1,11,train,0
"arm wrestling",Ub1fyDMWF7Y,30,40,train,0
"arm wrestling",UclaxkASXAs,4,14,train,0
"arm wrestling",uD6TiswbhRQ,125,135,train,0
"arm wrestling",UdK6Fu-H1xk,30,40,train,0
"arm wrestling",Uh53fCPX4Cs,16,26,train,0
"arm wrestling",UhSBVQr3bqE,41,51,train,0
"arm wrestling",UhtJDQiv5fM,34,44,train,0
"arm wrestling",ukmgJlJ_q38,3,13,train,0
"arm wrestling",ukmhYTYe90U,0,10,train,0
"arm wrestling",UPhAh25pybc,7,17,train,0
"arm wrestling",UvcNGBTxWQI,13,23,train,0
"arm wrestling",UvPVFKUd9VA,13,23,train,0
"arm wrestling",UwMDKMVA98A,29,39,train,0
"arm wrestling",UwQ475Y9Tjo,75,85,train,0
"arm wrestling",V2Yt_j4LP4k,20,30,train,0
"arm wrestling",V4h18H64_O0,1,11,train,0
"arm wrestling",V4hV8H6U8BQ,23,33,train,0
"arm wrestling",V4qjpWhsDu4,19,29,train,0
"arm wrestling",VaxXrjouS7w,4,14,train,0
"arm wrestling",vbqJPKUc6fk,3,13,train,0
"arm wrestling",vbrfEKLjDos,48,58,train,0
"arm wrestling",VbxYr4KNj3U,20,30,train,0
"arm wrestling",Vh1qfVlIL7U,1,11,train,0
"arm wrestling",VhuuCJsXUck,80,90,train,0
"arm wrestling",Vi3tA9UyOfw,29,39,train,0
"arm wrestling",VildRVMChZI,77,87,train,0
"arm wrestling",VIPYbKYkSR8,3,13,train,0
"arm wrestling",VkGfgDP1FuM,3,13,train,0
"arm wrestling",VOJxu3gsGgg,17,27,train,0
"arm wrestling",VORNvdALcGU,19,29,train,0
"arm wrestling",vS0mmJQ01DU,57,67,train,0
"arm wrestling",vSeUVXUT8Sg,25,35,train,0
"arm wrestling",vSeuwmoHzlo,178,188,train,0
"arm wrestling",VSf2f5V0m9o,31,41,train,0
"arm wrestling",vsj5uZ6sY3E,14,24,train,0
"arm wrestling",vSL-K1rRW1M,21,31,train,0
"arm wrestling",vTeAa-updgY,13,23,train,0
"arm wrestling",VTG8-_t48Yo,20,30,train,0
"arm wrestling",vTGw5vqYD9Q,11,21,train,0
"arm wrestling",vTWZ7VmDsZ0,2,12,train,0
"arm wrestling",vTXZvB7UQ8Y,32,42,train,0
"arm wrestling",Vu2d6AG1GEA,38,48,train,0
"arm wrestling",vVkptmpjogM,2,12,train,0
"arm wrestling",vWC_50tgotg,42,52,train,0
"arm wrestling",vWfj2-BREU8,30,40,train,0
"arm wrestling",v_ZyqXTKo-c,50,60,train,0
"arm wrestling",w4jN1pWVRRk,159,169,train,0
"arm wrestling",wdGCjcyOlQQ,21,31,train,0
"arm wrestling",wE1uGJlWHfc,3,13,train,0
"arm wrestling",we3cUYJiKCM,162,172,train,0
"arm wrestling",wE47lo47PB0,37,47,train,0
"arm wrestling",weUQZG_l5rU,1,11,train,0
"arm wrestling",wExm2khEzBQ,13,23,train,0
"arm wrestling",WidcZbpPEC0,50,60,train,0
"arm wrestling",WjKeOXAvNXc,77,87,train,0
"arm wrestling",WKkceVPGIiI,2,12,train,0
"arm wrestling",wnK9RapVW0U,15,25,train,0
"arm wrestling",Wo1A1L0X7DM,23,33,train,0
"arm wrestling",Wo3aCc_uS84,7,17,train,0
"arm wrestling",wo7jUOGRVyc,4,14,train,0
"arm wrestling",Wo7MJaMKwNU,4,14,train,0
"arm wrestling",Wq8BVRn5Xso,22,32,train,0
"arm wrestling",wTGik6UmhwY,4,14,train,0
"arm wrestling",wu748-1rGDs,13,23,train,0
"arm wrestling",wvLXF11nCVI,6,16,train,0
"arm wrestling",wzASy7fD9NM,1,11,train,0
"arm wrestling",WZxJL4F0Nd4,8,18,train,0
"arm wrestling",x1oEXze9mn8,9,19,train,0
"arm wrestling",x5bZzpSwHws,14,24,train,0
"arm wrestling",x8MZpti49ZE,281,291,train,0
"arm wrestling",XAoyUHqkRmQ,16,26,train,0
"arm wrestling",XAy1CMukVto,13,23,train,0
"arm wrestling",xGx3fDSzoXg,39,49,train,0
"arm wrestling",XNVmK7CbkJM,36,46,train,0
"arm wrestling",xVSyrbPC478,1,11,train,0
"arm wrestling",Xw8R8HyoO3M,36,46,train,0
"arm wrestling",XxctMt5CQWg,7,17,train,0
"arm wrestling",XYzS9ncPtHU,11,21,train,0
"arm wrestling",XZzlcogIDII,82,92,train,0
"arm wrestling",y2ZtHPeP4Vs,7,17,train,0
"arm wrestling",Y3pREqdhis8,113,123,train,0
"arm wrestling",Y9izZ4sOdUc,1,11,train,0
"arm wrestling",Ya4LhLViNO0,63,73,train,0
"arm wrestling",Ya73U7OXwZY,25,35,train,0
"arm wrestling",yaCQS0vZHH8,4,14,train,0
"arm wrestling",YbdHKlsb8-I,4,14,train,0
"arm wrestling",YcBG2hssS4c,0,10,train,0
"arm wrestling",YcFmhgejJAE,23,33,train,0
"arm wrestling",YcVayT9oqCY,4,14,train,0
"arm wrestling",yg3ou0I7DUk,9,19,train,0
"arm wrestling",YgV6vMG3n8U,4,14,train,0
"arm wrestling",YsC-KI-H4bw,15,25,train,0
"arm wrestling",YXQydZtlG8c,2,12,train,0
"arm wrestling",yY1kc6pYzGY,2,12,train,0
"arm wrestling",yZGuPwRZbX4,6,16,train,0
"arm wrestling",yZxcsdi-roE,107,117,train,0
"arm wrestling",Z0-gBVOr9wo,133,143,train,0
"arm wrestling",z29Ysl590FU,13,23,train,0
"arm wrestling",z6DdWsPJ_pY,0,10,train,0
"arm wrestling",zfIQPKBnY58,31,41,train,0
"arm wrestling",ZL-2PhAPD_w,0,10,train,0
"arm wrestling",ZLJG8PzjZPE,35,45,train,0
"arm wrestling",Zm0R0KTGyG0,5,15,train,0
"arm wrestling",Znhh6Gb6pH8,25,35,train,0
"arm wrestling",ZnXXYq7K-ic,20,30,train,0
"arm wrestling",ZoDsNpeJmJA,2,12,train,0
"arm wrestling",ZORxxDi6FXM,4,14,train,0
"arm wrestling",zppw66TjI04,38,48,train,0
"arm wrestling",zpsP39pwoMs,14,24,train,0
"arm wrestling",zPuX7tWAQ1g,33,43,train,0
"arm wrestling",ZR-PF29bwF8,41,51,train,0
"arm wrestling",zR0cvpPjZ6s,8,18,train,0
"arm wrestling",ZR5JdyXHmXU,198,208,train,0
"arm wrestling",Zr6bPbgaGqo,70,80,train,0
"arm wrestling",ZsB9auyaydE,2,12,train,0
"arm wrestling",ZSy1yAxx7BA,90,100,train,0
"arm wrestling",ZV41d3XnkKg,30,40,train,0
"arm wrestling",ZVrbsiUgpqs,11,21,train,0
"arm wrestling",zvU1RTIzGoM,10,20,train,0
"arm wrestling",zWoSo-pd4tI,177,187,train,0
"arm wrestling",zXQojDtG7ww,1,11,train,0
"arm wrestling",_6xcGAdO8Jk,11,21,train,0
"arm wrestling",_hwI3fEVXr8,0,10,train,0
"arm wrestling",_Lg6oKsuP0o,17,27,train,0
"arm wrestling",_mirlLIAIRA,119,129,train,0
"arm wrestling",_oHPNo02obI,315,325,train,0
"arm wrestling",_q6QBHKitjQ,48,58,train,0
"arm wrestling",_qw-CZxjiv0,0,10,train,0
"arm wrestling",_UTqwiB-Ri4,12,22,train,0
"arm wrestling",_uyf1G4ubHY,20,30,train,0
"arm wrestling",_wg2VnWmXsc,19,29,train,0
"arm wrestling",_yNnzsqC318,7,17,train,0
"arranging flowers",-QAvfyZOc-c,0,10,train,0
"arranging flowers",-XO7850CzTQ,994,1004,train,0
"arranging flowers",-zwUAD_POO8,124,134,train,0
"arranging flowers",03c_g8lhMT0,71,81,train,0
"arranging flowers",0a8l_Pou_C8,202,212,train,0
"arranging flowers",0M9awkIVleg,2,12,train,0
"arranging flowers",0oPDRp3Lgok,148,158,train,0
"arranging flowers",0WsoNnq-GQ8,4,14,train,0
"arranging flowers",0yYGaf_Usgk,336,346,train,0
"arranging flowers",1gIa10wqLAc,377,387,train,0
"arranging flowers",1nna0peWHAM,54,64,train,0
"arranging flowers",1RdZfDTzQBs,12,22,train,0
"arranging flowers",1X9B_wELs3A,103,113,train,0
"arranging flowers",26hhz_kwhMs,78,88,train,0
"arranging flowers",28lig3RiR_Y,165,175,train,0
"arranging flowers",2BS-8y1e4kw,955,965,train,0
"arranging flowers",2Enq4WGffss,18,28,train,0
"arranging flowers",2imFjoF01u4,32,42,train,0
"arranging flowers",2SWzNGyvTNg,249,259,train,0
"arranging flowers",2VSB69NY_wM,665,675,train,0
"arranging flowers",2Xtwh6IAJmY,89,99,train,0
"arranging flowers",2ZJKzLOizR0,906,916,train,0
"arranging flowers",3-pjYmOzNos,709,719,train,0
"arranging flowers",3p47iYXgCXU,4,14,train,1
"arranging flowers",3sAMBPrSw-A,317,327,train,0
"arranging flowers",3xucOt-0t1M,9,19,train,0
"arranging flowers",3YCwyOnSC4E,37,47,train,0
"arranging flowers",3Yt5mas67Yk,89,99,train,0
"arranging flowers",4AZNweL2SRQ,108,118,train,0
"arranging flowers",4Gp6c-u14T8,157,167,train,0
"arranging flowers",4Iq68MasY0A,568,578,train,0
"arranging flowers",4xBxdgshMp0,87,97,train,0
"arranging flowers",4xZSq1bQyZo,4,14,train,0
"arranging flowers",4Zd19HX1foQ,173,183,train,0
"arranging flowers",52PBbcXTAvY,1,11,train,0
"arranging flowers",5C0u56Zi10A,34,44,train,0
"arranging flowers",5f4f1ZPYLKg,17,27,train,0
"arranging flowers",5wqyzrVOC0o,292,302,train,0
"arranging flowers",60yfA71PDqU,40,50,train,0
"arranging flowers",6gcJKUZgung,155,165,train,0
"arranging flowers",6IcbmmMcviY,90,100,train,0
"arranging flowers",6irykRfImi8,19,29,train,0
"arranging flowers",6lERPKjdu3Y,633,643,train,0
"arranging flowers",6LiPgWKs2fM,315,325,train,0
"arranging flowers",6n6qOGvSej4,7,17,train,0
"arranging flowers",6nAqS0wB99Y,116,126,train,0
"arranging flowers",6pcnbec1mng,134,144,train,0
"arranging flowers",6pxxjqNWWs8,90,100,train,0
"arranging flowers",6Ry7j3D8bl4,191,201,train,0
"arranging flowers",6TUzCgrqHMM,131,141,train,0
"arranging flowers",6URdVDBIuMY,4,14,train,0
"arranging flowers",7-9iQs3K9cE,68,78,train,0
"arranging flowers",7kAy9icAhWU,422,432,train,0
"arranging flowers",7r4-LL_mnIs,42,52,train,0
"arranging flowers",7Ydbth6uvpQ,70,80,train,0
"arranging flowers",81FTRBhs-0w,14,24,train,0
"arranging flowers",828HAksbLe4,609,619,train,0
"arranging flowers",841WsHnRoi4,66,76,train,0
"arranging flowers",8Grm5THC-Lw,89,99,train,0
"arranging flowers",8okvtw8muiw,101,111,train,0
"arranging flowers",8yvrISc28ko,71,81,train,0
"arranging flowers",9-7ZOqBZn70,2507,2517,train,0
"arranging flowers",999TFj2N0mw,229,239,train,0
"arranging flowers",9l6mMxilx94,11,21,train,0
"arranging flowers",9UORUMGxtgo,34,44,train,0
"arranging flowers",9vH64fDYQ1E,7,17,train,0
"arranging flowers",9z_6ZO4DhjU,59,69,train,0
"arranging flowers",A1audDBKzG4,168,178,train,0
"arranging flowers",AeN9PyubFyU,8,18,train,0
"arranging flowers",AFH7whmTPrE,137,147,train,0
"arranging flowers",agfRhYLY5F8,211,221,train,0
"arranging flowers",agYCjw739aA,154,164,train,0
"arranging flowers",AoFFtW1Cyew,43,53,train,0
"arranging flowers",AStYFqLvxAM,264,274,train,0
"arranging flowers",At-7HgF7vrI,14,24,train,0
"arranging flowers",AxdHIdlVXOA,200,210,train,0
"arranging flowers",AxT8p8KispE,50,60,train,0
"arranging flowers",A_DRIabGWWM,10,20,train,0
"arranging flowers",B--Y0pzph5A,273,283,train,0
"arranging flowers",b-0S8jitzAM,79,89,train,0
"arranging flowers",B1kFYnaS_FQ,71,81,train,0
"arranging flowers",b2GqcYTiHdI,538,548,train,0
"arranging flowers",B5EzyzH2Tnc,433,443,train,0
"arranging flowers",baNOAPXoeW8,29,39,train,0
"arranging flowers",bb0QbV3iA3Y,134,144,train,0
"arranging flowers",Bbzjz6fvvHs,40,50,train,0
"arranging flowers",bO8NvDLYdV0,154,164,train,0
"arranging flowers",BUT_uHMjhjs,148,158,train,0
"arranging flowers",bxVHRcUwnTM,108,118,train,0
"arranging flowers",c04lcDMBMGU,298,308,train,0
"arranging flowers",C04ps6RvjyI,17,27,train,0
"arranging flowers",c59aN6ZfeVA,22,32,train,0
"arranging flowers",caP9gN-1CCs,184,194,train,0
"arranging flowers",CHjxPPjtnqo,8,18,train,0
"arranging flowers",CiXXuyQmpTY,56,66,train,0
"arranging flowers",cqdavD-YlVI,440,450,train,0
"arranging flowers",d-brQH_RDb4,3,13,train,0
"arranging flowers",DAFyYUqTOIc,373,383,train,0
"arranging flowers",DcIsvnsoQAU,194,204,train,0
"arranging flowers",dGFLynvJT0U,1201,1211,train,0
"arranging flowers",Dh3-t4AKOaU,34,44,train,0
"arranging flowers",dH4aGHyApIk,105,115,train,0
"arranging flowers",DI7jIKx16CE,54,64,train,0
"arranging flowers",Dj_WRxKhzLI,105,115,train,0
"arranging flowers",dL1PUoxhx0g,11,21,train,0
"arranging flowers",dq_SkXa-yOo,8,18,train,0
"arranging flowers",dRo_XY3_GFo,204,214,train,0
"arranging flowers",DsL11UAwkrs,89,99,train,0
"arranging flowers",dvbmWnFCQDY,39,49,train,0
"arranging flowers",DWNbQPjIj2o,282,292,train,0
"arranging flowers",dZ01R5nUIiU,16,26,train,0
"arranging flowers",e6tXrvp-g_U,34,44,train,0
"arranging flowers",efMwa2_TmUA,1165,1175,train,0
"arranging flowers",ehIiaKt8Oig,181,191,train,0
"arranging flowers",eOztFpuJbN0,14,24,train,0
"arranging flowers",eRCSSa9K6uU,529,539,train,0
"arranging flowers",eTPtosUgilE,109,119,train,0
"arranging flowers",ewabFI_72TM,0,10,train,0
"arranging flowers",ExqfKYPsLxI,98,108,train,0
"arranging flowers",f7lKpGnrFA4,24,34,train,0
"arranging flowers",FAuFCoDipvc,695,705,train,0
"arranging flowers",fmQfv67x-u0,397,407,train,0
"arranging flowers",FmXfVFp7lsU,16,26,train,0
"arranging flowers",FvSe9xyI_UI,0,10,train,0
"arranging flowers",FxWwP6ZEU3Y,109,119,train,0
"arranging flowers",g2i4ecmshUI,279,289,train,0
"arranging flowers",g4gH4RAtuS4,36,46,train,0
"arranging flowers",G9ZpYu9AgJg,145,155,train,0
"arranging flowers",GB09oFW6SKE,6,16,train,0
"arranging flowers",GDtlU59e53A,314,324,train,0
"arranging flowers",Gfl8hXfjLbE,3,13,train,0
"arranging flowers",GgGpw2KkHjE,0,10,train,0
"arranging flowers",GIQPe40J9mw,315,325,train,0
"arranging flowers",GQdOUpTKh3s,619,629,train,0
"arranging flowers",gTFZJdkn0Uc,340,350,train,0
"arranging flowers",H02USgd1_e4,102,112,train,0
"arranging flowers",h3WcyxgmVjs,2,12,train,0
"arranging flowers",H7OcH2ZlF2g,17,27,train,0
"arranging flowers",H8EsisYoi_0,5,15,train,0
"arranging flowers",hc7VAf5rWks,176,186,train,0
"arranging flowers",HEsu1HJEs-I,4,14,train,0
"arranging flowers",hjOFmOvwYoo,278,288,train,0
"arranging flowers",HKvsUF5iY7Q,22,32,train,0
"arranging flowers",hO5qaMiIRVY,28,38,train,0
"arranging flowers",HqbEvh0tdUk,119,129,train,0
"arranging flowers",hQySPWBe5Yc,66,76,train,0
"arranging flowers",i9PDHOHUfGI,32,42,train,0
"arranging flowers",ilgGJpnZcZ4,31,41,train,0
"arranging flowers",iNNPb_AbuG4,388,398,train,0
"arranging flowers",IO3bF_HYMII,271,281,train,0
"arranging flowers",IoRrMMCua1w,27,37,train,0
"arranging flowers",IRgwWsFyung,1,11,train,0
"arranging flowers",IShJKtPSrT0,11,21,train,0
"arranging flowers",iWDnSkFDHo4,318,328,train,0
"arranging flowers",IwwuG7CffEI,20,30,train,0
"arranging flowers",iYsWnMjx3Ss,43,53,train,0
"arranging flowers",IZ0YsI0hpbw,14,24,train,0
"arranging flowers",J3b9UnDK1fQ,67,77,train,0
"arranging flowers",jaMQJPeYO6Y,214,224,train,0
"arranging flowers",jbm8JNFTb2U,59,69,train,0
"arranging flowers",JFUBEoXLJl0,78,88,train,0
"arranging flowers",jFxY8EpVsrk,186,196,train,0
"arranging flowers",JgdNCSOJVl0,571,581,train,0
"arranging flowers",JIPp1TQ7PNc,23,33,train,0
"arranging flowers",jVTpP5ZbGXg,61,71,train,0
"arranging flowers",jxtTM_EftO4,352,362,train,0
"arranging flowers",J_JSuUk4gTs,334,344,train,0
"arranging flowers",KBQvIPS13PM,409,419,train,0
"arranging flowers",kd-BLfdVoNs,3588,3598,train,0
"arranging flowers",kEmigjlaby8,3,13,train,0
"arranging flowers",kQ0_FuWpZCc,213,223,train,0
"arranging flowers",kQkqzHT_a-c,230,240,train,0
"arranging flowers",kr_sikOpip4,45,55,train,0
"arranging flowers",KstvIrbGW1A,341,351,train,0
"arranging flowers",L6LIVETtibE,1,11,train,0
"arranging flowers",lAWOFRaJc0Q,92,102,train,0
"arranging flowers",LDHEtgxW3AU,962,972,train,0
"arranging flowers",LgyMmg8Pm3A,35,45,train,0
"arranging flowers",Lm_xENkGsDE,283,293,train,0
"arranging flowers",LNyJdC4ggbY,453,463,train,0
"arranging flowers",LRQB70hiLYI,43,53,train,0
"arranging flowers",Lw_xbjIz-cw,49,59,train,0
"arranging flowers",LxyyzbX8Y40,94,104,train,0
"arranging flowers",M34fhhxhgZ4,75,85,train,0
"arranging flowers",mDOv2kK7Iok,152,162,train,0
"arranging flowers",mdTKSyQnQ_o,312,322,train,0
"arranging flowers",mdxdJg0GtjM,6,16,train,0
"arranging flowers",MH6E4Z8NhTU,83,93,train,0
"arranging flowers",Mj7cdgDdTO8,2,12,train,0
"arranging flowers",mn0CswclEVA,148,158,train,0
"arranging flowers",MO4tNpbBx7g,873,883,train,0
"arranging flowers",MQaBAE8TlIQ,71,81,train,0
"arranging flowers",mRYwCgtxLOY,91,101,train,0
"arranging flowers",MU0MSO2eBDg,205,215,train,0
"arranging flowers",MURMzsCU_7I,210,220,train,0
"arranging flowers",MV0oqyqm9Mo,137,147,train,0
"arranging flowers",mVs8I42Atjk,68,78,train,0
"arranging flowers",MyE3-z4TNmU,53,63,train,0
"arranging flowers",n1xXjHgBrd8,180,190,train,0
"arranging flowers",n2L0lJXQ-KY,431,441,train,0
"arranging flowers",N8qhydxsizY,94,104,train,0
"arranging flowers",n9XYqpLJrbM,422,432,train,0
"arranging flowers",nEF7E0DnGxg,12,22,train,0
"arranging flowers",nNBa8JGjB4U,25,35,train,0
"arranging flowers",nNt1IXBykGY,140,150,train,0
"arranging flowers",NOdnyYW-DDY,25,35,train,0
"arranging flowers",NtTnurzYyyk,188,198,train,0
"arranging flowers",nwB3g67y3kU,123,133,train,0
"arranging flowers",NwrRhAshYr0,315,325,train,0
"arranging flowers",nYT6KMThEl4,212,222,train,0
"arranging flowers",nYX2wxOYC8M,884,894,train,0
"arranging flowers",o3QmVES6ky0,21,31,train,0
"arranging flowers",O6owRDvQnVs,85,95,train,0
"arranging flowers",O7yoz6_IdQ8,19,29,train,0
"arranging flowers",O8ZIqfA3FzY,186,196,train,0
"arranging flowers",of2VcB-jByo,88,98,train,0
"arranging flowers",oGpW4lw1S8Q,166,176,train,0
"arranging flowers",Oh7ptdV_vr8,1231,1241,train,0
"arranging flowers",OhIn2JfmcfQ,47,57,train,0
"arranging flowers",oI2FGPysU9Q,59,69,train,0
"arranging flowers",Ok2ZwPxSFq8,103,113,train,0
"arranging flowers",oNXf6B4c53c,154,164,train,0
"arranging flowers",OqY-tQDIG4Y,235,245,train,0
"arranging flowers",oSfTo598bxI,79,89,train,0
"arranging flowers",ouabRcB_VPQ,100,110,train,0
"arranging flowers",OuQp-W8f2hs,77,87,train,0
"arranging flowers",oW-dgbXXJl4,181,191,train,0
"arranging flowers",oXq0LJW6oMc,151,161,train,0
"arranging flowers",oYdwSRfjdvk,41,51,train,0
"arranging flowers",O_4biPGmqFY,90,100,train,0
"arranging flowers",p0pVfGnZGIc,46,56,train,0
"arranging flowers",P1W35WemRDY,502,512,train,0
"arranging flowers",p6ANSVu7mwg,22,32,train,0
"arranging flowers",P9zvZDJpjhQ,21,31,train,0
"arranging flowers",PhTBelmS5UU,88,98,train,0
"arranging flowers",PI2PAyk_nlk,21,31,train,0
"arranging flowers",pinqN2iz_WI,28,38,train,0
"arranging flowers",PL_XKuEpeHw,604,614,train,0
"arranging flowers",Po4GasAM8nM,224,234,train,0
"arranging flowers",Pp1npQv2iH4,51,61,train,0
"arranging flowers",psVfb8yobIU,126,136,train,0
"arranging flowers",Pz2Swv-PaTQ,204,214,train,0
"arranging flowers",PZ8y8gtilro,77,87,train,0
"arranging flowers",pzJfFXKZQdA,131,141,train,0
"arranging flowers",PzUPDDpRvaE,17,27,train,0
"arranging flowers",qb3aNCQ0C9k,300,310,train,0
"arranging flowers",qJX7XvSgqvU,314,324,train,0
"arranging flowers",QK7DlIcqc8c,17,27,train,0
"arranging flowers",QMK5vQmHNKM,100,110,train,0
"arranging flowers",QMoZHb5Ju74,350,360,train,0
"arranging flowers",qQTkimMhqRM,3,13,train,0
"arranging flowers",QtgHTox1XUw,19,29,train,0
"arranging flowers",qtifVFJthEU,232,242,train,0
"arranging flowers",QuYdKNBoU_o,519,529,train,0
"arranging flowers",QXekED83GSI,278,288,train,0
"arranging flowers",qYXo4tWHepM,326,336,train,0
"arranging flowers",QY_gyTrUVPE,1,11,train,0
"arranging flowers",qZJNUXbfUnY,193,203,train,0
"arranging flowers",QzsA_1rZQ88,288,298,train,0
"arranging flowers",r04YqYsLM_o,406,416,train,0
"arranging flowers",r4ueI1tSeSE,116,126,train,0
"arranging flowers",r6f9AeMRtU0,135,145,train,0
"arranging flowers",RKdVf3mor5w,34,44,train,0
"arranging flowers",rLmkgzCuhOk,59,69,train,0
"arranging flowers",rOXTZlnHYNA,63,73,train,0
"arranging flowers",rsn6wYupDEc,514,524,train,0
"arranging flowers",Rtn5AOMZ3ts,207,217,train,0
"arranging flowers",RuGiTk-EZpw,104,114,train,0
"arranging flowers",rv8cy436yCA,19,29,train,0
"arranging flowers",RVn3VnF8MC0,27,37,train,0
"arranging flowers",rwbSedBdrW8,154,164,train,0
"arranging flowers",S047Lklr8Ig,0,10,train,0
"arranging flowers",S4NtD78zwL4,16,26,train,0
"arranging flowers",s67Et6zSh64,27,37,train,0
"arranging flowers",s89c7O_pQgE,147,157,train,0
"arranging flowers",saGesPBmnyw,688,698,train,0
"arranging flowers",SbLwdYyCPhY,171,181,train,0
"arranging flowers",SM-TXIctsek,36,46,train,0
"arranging flowers",sWPykLZZ_KA,188,198,train,0
"arranging flowers",SWXgZgSglAs,3,13,train,0
